"","months_as_customer","age","policy_state","policy_csl","policy_deductable","policy_annual_premium","umbrella_limit","insured_sex","insured_education_level","insured_occupation","insured_hobbies","insured_relationship","capital.gains","capital.loss","incident_type","collision_type","incident_severity","authorities_contacted","incident_state","incident_city","incident_hour_of_the_day","number_of_vehicles_involved","property_damage","bodily_injuries","witnesses","police_report_available","total_claim_amount","injury_claim","property_claim","vehicle_claim","auto_make","auto_model","auto_year","fraud_reported"
"592",43,43,"IL","500/1000",500,1320.39,0,"FEMALE","Associate","armed-forces","yachting","not-in-family",0,0,"Single Vehicle Collision","Rear Collision","Major Damage","Ambulance","WV","Arlington",16,1,"?",2,1,"?",79970,7270,21810,50890,"Honda","CRV",1996,"Y"
"593",253,41,"IN","100/300",1000,1435.09,0,"FEMALE","College","machine-op-inspct","bungie-jumping","not-in-family",36600,0,"Single Vehicle Collision","Rear Collision","Total Loss","Police","SC","Northbrook",17,1,"NO",2,0,"?",56610,6290,6290,44030,"Chevrolet","Tahoe",1995,"N"
"598",3,29,"IL","100/300",500,995.7,5000000,"FEMALE","JD","priv-house-serv","chess","unmarried",0,0,"Parked Car","?","Trivial Damage","Police","PA","Springfield",3,1,"?",2,1,"?",5000,500,1000,3500,"Mercedes","E400",2008,"Y"
"599",286,41,"IL","250/500",1000,1298.85,6000000,"FEMALE","High School","sales","camping","other-relative",71300,-70300,"Multi-vehicle Collision","Front Collision","Major Damage","Ambulance","NY","Columbus",16,3,"?",1,3,"YES",54450,6050,12100,36300,"Saab","92x",2007,"N"
"601",64,29,"OH","250/500",2000,1202.28,0,"MALE","High School","exec-managerial","cross-fit","other-relative",0,-61400,"Single Vehicle Collision","Side Collision","Minor Damage","Ambulance","VA","Hillsdale",4,1,"?",1,2,"NO",43700,4370,4370,34960,"Nissan","Pathfinder",2007,"Y"
"602",98,31,"IN","100/300",500,671.92,0,"MALE","Masters","machine-op-inspct","bungie-jumping","wife",0,-26400,"Single Vehicle Collision","Front Collision","Minor Damage","Other","NC","Riverwood",3,1,"?",2,0,"?",64080,7120,7120,49840,"Ford","Escape",1997,"N"
"603",16,35,"IL","250/500",1000,1358.03,0,"MALE","JD","sales","chess","own-child",59300,-31400,"Single Vehicle Collision","Rear Collision","Total Loss","Other","SC","Hillsdale",0,1,"NO",2,1,"?",55000,10000,10000,35000,"Volkswagen","Jetta",2008,"Y"
"605",75,27,"OH","100/300",1000,1141.1,0,"MALE","JD","armed-forces","movies","other-relative",0,0,"Multi-vehicle Collision","Side Collision","Minor Damage","Police","SC","Hillsdale",15,2,"?",0,1,"YES",71640,5970,11940,53730,"Toyota","Highlander",2008,"N"
"607",110,27,"OH","500/1000",1000,1664.66,0,"FEMALE","Associate","priv-house-serv","golf","own-child",0,-66200,"Single Vehicle Collision","Side Collision","Total Loss","Ambulance","SC","Springfield",3,1,"?",0,3,"?",57500,5750,5750,46000,"Audi","A3",2010,"N"
"608",236,39,"IN","250/500",1000,1151.39,4000000,"FEMALE","Masters","exec-managerial","reading","wife",0,-63900,"Parked Car","?","Minor Damage","Police","NY","Springfield",17,1,"YES",0,0,"?",8700,870,1740,6090,"Accura","RSX",2003,"N"
"609",267,46,"OH","100/300",2000,1546.01,0,"FEMALE","MD","adm-clerical","polo","wife",0,0,"Multi-vehicle Collision","Front Collision","Total Loss","Police","VA","Riverwood",4,4,"NO",2,1,"?",77100,15420,7710,53970,"Volkswagen","Jetta",1996,"N"
"612",137,30,"IL","250/500",500,1039.55,0,"MALE","MD","exec-managerial","kayaking","unmarried",55600,-59700,"Multi-vehicle Collision","Front Collision","Minor Damage","Other","WV","Columbus",4,3,"?",2,1,"?",74030,6730,13460,53840,"Chevrolet","Tahoe",2005,"N"
"613",56,42,"IL","250/500",500,1339.39,0,"FEMALE","Associate","adm-clerical","chess","not-in-family",0,0,"Single Vehicle Collision","Rear Collision","Total Loss","Other","NY","Columbus",13,1,"?",1,2,"YES",61490,11180,11180,39130,"BMW","X5",1998,"N"
"614",75,27,"IN","250/500",1000,1202.75,0,"MALE","High School","handlers-cleaners","board-games","not-in-family",57900,-90100,"Multi-vehicle Collision","Front Collision","Minor Damage","Police","SC","Northbrook",23,3,"NO",0,2,"YES",79560,6630,13260,59670,"Volkswagen","Passat",2003,"N"
"615",131,33,"IL","100/300",2000,1081.17,0,"MALE","MD","sales","yachting","wife",0,-65200,"Parked Car","?","Minor Damage","Police","NY","Northbend",3,1,"?",0,1,"NO",4900,490,490,3920,"Toyota","Camry",2010,"N"
"617",255,43,"IN","500/1000",500,984.02,0,"FEMALE","JD","transport-moving","board-games","unmarried",75800,0,"Multi-vehicle Collision","Side Collision","Major Damage","Fire","SC","Columbus",14,2,"?",2,2,"?",74700,7470,14940,52290,"Nissan","Maxima",2007,"Y"
"618",103,26,"IL","100/300",500,1354.83,0,"MALE","MD","tech-support","sleeping","husband",66300,0,"Multi-vehicle Collision","Front Collision","Minor Damage","Police","NY","Arlington",14,2,"NO",2,2,"?",40600,4060,4060,32480,"Volkswagen","Passat",2010,"N"
"619",97,28,"OH","100/300",1000,830.31,0,"MALE","JD","farming-fishing","video-games","husband",0,-32600,"Single Vehicle Collision","Rear Collision","Total Loss","Ambulance","SC","Springfield",22,1,"?",1,0,"?",45270,10060,10060,25150,"Jeep","Wrangler",2006,"N"
"620",214,36,"IL","100/300",2000,987.42,7000000,"FEMALE","Associate","machine-op-inspct","kayaking","own-child",0,0,"Multi-vehicle Collision","Front Collision","Minor Damage","Ambulance","NY","Springfield",17,3,"NO",0,3,"?",47080,4280,8560,34240,"Saab","93",2006,"N"
"621",438,57,"OH","500/1000",500,1119.29,0,"FEMALE","MD","machine-op-inspct","chess","husband",0,0,"Single Vehicle Collision","Side Collision","Minor Damage","Police","SC","Hillsdale",14,1,"?",0,0,"NO",40700,4070,4070,32560,"Volkswagen","Passat",2000,"Y"
"622",87,27,"OH","100/300",500,1048.39,0,"FEMALE","Masters","transport-moving","polo","own-child",0,0,"Single Vehicle Collision","Side Collision","Minor Damage","Police","NY","Riverwood",2,1,"?",2,1,"YES",34650,6300,3150,25200,"Ford","F150",1996,"N"
"624",206,42,"IL","500/1000",1000,1230.76,0,"MALE","High School","machine-op-inspct","yachting","unmarried",0,-74200,"Single Vehicle Collision","Rear Collision","Major Damage","Fire","VA","Hillsdale",2,1,"?",1,1,"NO",78980,7180,14360,57440,"Saab","92x",1997,"Y"
"625",127,31,"OH","500/1000",500,1255.02,0,"MALE","Associate","sales","reading","not-in-family",58200,0,"Parked Car","?","Minor Damage","None","SC","Riverwood",10,1,"YES",1,0,"NO",6160,560,1120,4480,"Nissan","Ultima",1996,"N"
"626",422,60,"IN","100/300",1000,1555.52,0,"FEMALE","MD","machine-op-inspct","hiking","own-child",43600,-67800,"Single Vehicle Collision","Front Collision","Major Damage","Ambulance","NC","Northbrook",11,1,"YES",1,1,"NO",85250,15500,7750,62000,"Mercedes","E400",1999,"N"
"627",303,50,"IL","100/300",2000,836.11,5000000,"MALE","Masters","sales","camping","not-in-family",0,0,"Multi-vehicle Collision","Side Collision","Major Damage","Fire","SC","Springfield",1,4,"YES",1,2,"NO",72840,12140,6070,54630,"Dodge","Neon",2010,"N"
"632",147,37,"OH","500/1000",1000,1439.9,6000000,"FEMALE","Associate","prof-specialty","video-games","husband",0,-48400,"Multi-vehicle Collision","Rear Collision","Total Loss","Other","SC","Springfield",2,2,"NO",1,2,"NO",53680,9760,4880,39040,"Accura","MDX",2004,"N"
"633",287,45,"OH","500/1000",1000,1230.69,0,"MALE","Masters","transport-moving","golf","not-in-family",0,-54600,"Single Vehicle Collision","Front Collision","Minor Damage","Fire","VA","Springfield",19,1,"NO",0,2,"NO",53800,5380,5380,43040,"Accura","MDX",2006,"N"
"635",162,35,"IL","500/1000",2000,1124.69,0,"FEMALE","Masters","handlers-cleaners","bungie-jumping","husband",0,0,"Single Vehicle Collision","Side Collision","Major Damage","Police","WV","Arlington",14,1,"YES",0,3,"YES",54340,9880,4940,39520,"Toyota","Camry",2001,"N"
"636",140,35,"OH","100/300",1000,1520.78,0,"FEMALE","High School","craft-repair","chess","wife",0,-42900,"Parked Car","?","Trivial Damage","None","SC","Columbus",5,1,"?",0,2,"YES",2860,520,260,2080,"Chevrolet","Tahoe",1997,"Y"
"637",106,28,"OH","100/300",2000,1609.11,0,"MALE","High School","craft-repair","polo","own-child",0,0,"Vehicle Theft","?","Minor Damage","Police","WV","Hillsdale",8,1,"YES",2,1,"YES",5490,0,1220,4270,"Saab","95",1999,"N"
"639",34,34,"OH","500/1000",500,1295.87,0,"FEMALE","PhD","priv-house-serv","chess","husband",0,0,"Multi-vehicle Collision","Side Collision","Major Damage","Ambulance","NC","Columbus",4,3,"?",1,0,"NO",50800,5080,5080,40640,"Audi","A3",1997,"Y"
"641",182,38,"OH","500/1000",2000,1441.06,0,"FEMALE","Masters","armed-forces","movies","husband",53800,-78300,"Single Vehicle Collision","Side Collision","Total Loss","Police","NY","Riverwood",18,1,"?",2,3,"YES",89650,8150,16300,65200,"Dodge","RAM",2005,"N"
"642",362,55,"OH","100/300",1000,1097.99,0,"FEMALE","JD","other-service","base-jumping","unmarried",44400,-71500,"Multi-vehicle Collision","Rear Collision","Total Loss","Police","NY","Hillsdale",0,3,"NO",0,3,"NO",39690,0,0,39690,"Suburu","Legacy",1998,"N"
"643",143,32,"IL","500/1000",1000,1464.42,0,"FEMALE","High School","exec-managerial","golf","husband",79900,0,"Single Vehicle Collision","Rear Collision","Major Damage","Ambulance","SC","Springfield",1,1,"?",2,0,"NO",62260,5660,5660,50940,"Saab","92x",1995,"N"
"646",249,43,"OH","100/300",2000,1148.58,0,"FEMALE","MD","adm-clerical","golf","not-in-family",0,-71200,"Multi-vehicle Collision","Rear Collision","Total Loss","Fire","SC","Arlington",4,3,"YES",2,1,"YES",57100,5710,5710,45680,"Honda","CRV",2014,"N"
"647",169,36,"IN","250/500",500,1616.26,0,"MALE","High School","exec-managerial","yachting","unmarried",50700,-57600,"Multi-vehicle Collision","Front Collision","Total Loss","Ambulance","NY","Springfield",0,3,"NO",2,3,"?",77440,14080,7040,56320,"Dodge","Neon",2004,"N"
"648",235,40,"IL","500/1000",500,1398.94,0,"MALE","College","craft-repair","bungie-jumping","husband",0,0,"Single Vehicle Collision","Side Collision","Minor Damage","Ambulance","NY","Riverwood",11,1,"NO",1,2,"NO",68300,6830,13660,47810,"Suburu","Forrestor",2003,"N"
"649",112,32,"OH","500/1000",1000,1238.92,0,"MALE","Associate","other-service","base-jumping","other-relative",57800,-53700,"Parked Car","?","Trivial Damage","None","NY","Arlington",4,1,"?",0,2,"?",5060,460,920,3680,"Honda","CRV",2012,"N"
"651",128,31,"IL","100/300",500,1045.12,0,"FEMALE","High School","transport-moving","cross-fit","other-relative",0,-28300,"Multi-vehicle Collision","Side Collision","Major Damage","Ambulance","NY","Springfield",2,3,"NO",0,2,"?",69930,0,15540,54390,"Ford","Escape",2013,"Y"
"652",103,27,"IN","100/300",1000,1537.33,0,"FEMALE","College","handlers-cleaners","board-games","husband",0,-74800,"Multi-vehicle Collision","Front Collision","Minor Damage","Police","NY","Springfield",11,3,"YES",1,1,"NO",77700,7770,15540,54390,"Jeep","Wrangler",2008,"N"
"653",356,54,"OH","500/1000",500,912.3,0,"MALE","College","prof-specialty","yachting","wife",58500,-44000,"Multi-vehicle Collision","Front Collision","Major Damage","Other","SC","Northbend",23,3,"NO",2,1,"?",68750,12500,12500,43750,"Audi","A5",2007,"Y"
"654",109,29,"OH","100/300",2000,1007.28,6000000,"FEMALE","High School","adm-clerical","movies","husband",0,0,"Multi-vehicle Collision","Side Collision","Minor Damage","Police","NY","Riverwood",17,3,"NO",1,3,"YES",91080,16560,16560,57960,"Jeep","Wrangler",1995,"N"
"655",2,20,"IN","500/1000",1000,1189.98,4000000,"FEMALE","High School","craft-repair","golf","other-relative",0,-54700,"Single Vehicle Collision","Side Collision","Minor Damage","Other","WV","Columbus",22,1,"NO",1,3,"YES",48360,4030,8060,36270,"Audi","A5",2000,"N"
"656",198,34,"OH","250/500",1000,1576.41,0,"MALE","Associate","handlers-cleaners","kayaking","other-relative",0,-55100,"Single Vehicle Collision","Side Collision","Major Damage","Other","WV","Hillsdale",18,1,"YES",1,1,"YES",95000,9500,9500,76000,"Ford","F150",2001,"N"
"658",252,39,"IL","500/1000",500,1312.22,9000000,"MALE","High School","transport-moving","cross-fit","other-relative",0,-33300,"Multi-vehicle Collision","Front Collision","Minor Damage","Other","NC","Riverwood",15,3,"?",0,3,"NO",59400,11880,5940,41580,"Jeep","Grand Cherokee",2010,"Y"
"659",303,43,"OH","500/1000",1000,671.01,7000000,"FEMALE","Associate","machine-op-inspct","camping","other-relative",42900,-61500,"Single Vehicle Collision","Rear Collision","Minor Damage","Fire","NC","Springfield",20,1,"?",2,0,"?",60210,6690,6690,46830,"Nissan","Maxima",2013,"N"
"660",101,32,"IL","250/500",500,895.14,0,"MALE","JD","sales","video-games","other-relative",52600,-30400,"Single Vehicle Collision","Front Collision","Minor Damage","Ambulance","SC","Columbus",4,1,"?",0,3,"YES",43600,8720,4360,30520,"Suburu","Legacy",2010,"N"
"661",446,57,"IN","100/300",2000,1373.21,0,"MALE","College","adm-clerical","sleeping","unmarried",42700,-64900,"Multi-vehicle Collision","Front Collision","Total Loss","Police","SC","Northbrook",10,3,"NO",0,0,"NO",62800,6280,12560,43960,"Jeep","Wrangler",2012,"N"
"666",435,60,"OH","500/1000",500,1064.49,5000000,"MALE","Associate","priv-house-serv","chess","other-relative",73500,-43300,"Single Vehicle Collision","Front Collision","Total Loss","Ambulance","WV","Arlington",23,1,"NO",2,1,"?",62880,5240,10480,47160,"Mercedes","E400",2007,"Y"
"667",344,51,"IL","100/300",1000,959.83,0,"FEMALE","Masters","sales","paintball","not-in-family",0,-38700,"Multi-vehicle Collision","Side Collision","Major Damage","Fire","NY","Northbend",18,3,"?",2,2,"YES",75400,17400,11600,46400,"BMW","X6",2006,"Y"
"669",278,47,"IN","500/1000",500,1285.01,0,"MALE","Masters","machine-op-inspct","sleeping","not-in-family",0,-39800,"Single Vehicle Collision","Rear Collision","Major Damage","Ambulance","VA","Hillsdale",21,1,"NO",2,2,"YES",58500,5850,5850,46800,"Toyota","Camry",2010,"N"
"670",434,57,"OH","500/1000",2000,1422.95,0,"MALE","JD","transport-moving","bungie-jumping","husband",0,0,"Multi-vehicle Collision","Rear Collision","Major Damage","Other","SC","Columbus",15,3,"NO",1,3,"NO",66240,11040,11040,44160,"Nissan","Maxima",2003,"N"
"671",209,36,"IN","100/300",2000,1223.39,0,"FEMALE","MD","craft-repair","camping","wife",0,0,"Multi-vehicle Collision","Rear Collision","Total Loss","Ambulance","PA","Hillsdale",17,3,"?",1,3,"?",65440,8180,8180,49080,"Jeep","Wrangler",2014,"N"
"673",61,25,"IN","100/300",2000,988.06,0,"FEMALE","Masters","other-service","dancing","not-in-family",0,0,"Multi-vehicle Collision","Rear Collision","Minor Damage","Ambulance","WV","Northbend",1,3,"YES",1,0,"NO",32320,4040,4040,24240,"Dodge","RAM",2000,"N"
"675",25,38,"OH","250/500",1000,1540.91,7000000,"MALE","College","adm-clerical","polo","wife",40900,0,"Vehicle Theft","?","Trivial Damage","None","VA","Northbend",0,1,"NO",1,1,"YES",4320,480,960,2880,"Toyota","Corolla",1995,"N"
"676",4,29,"IL","250/500",500,1381.88,5000000,"MALE","High School","tech-support","exercise","other-relative",0,-77800,"Vehicle Theft","?","Trivial Damage","Police","SC","Hillsdale",4,1,"NO",0,2,"?",4200,840,420,2940,"Jeep","Wrangler",2008,"N"
"677",32,29,"OH","100/300",500,1446.98,0,"MALE","MD","adm-clerical","sleeping","own-child",0,-45700,"Multi-vehicle Collision","Front Collision","Minor Damage","Ambulance","NY","Arlington",11,3,"YES",2,0,"NO",57970,10540,5270,42160,"Saab","93",2006,"N"
"680",148,30,"OH","100/300",500,1471.24,0,"FEMALE","Masters","farming-fishing","camping","own-child",57500,-93600,"Multi-vehicle Collision","Side Collision","Minor Damage","Police","NC","Riverwood",4,3,"NO",2,2,"NO",32480,4060,4060,24360,"Dodge","Neon",1997,"N"
"681",222,38,"IN","100/300",2000,1157.97,0,"MALE","MD","machine-op-inspct","hiking","not-in-family",0,-64500,"Single Vehicle Collision","Front Collision","Total Loss","Police","NY","Hillsdale",20,1,"?",2,2,"YES",60480,6720,6720,47040,"Accura","TL",2001,"N"
"682",32,38,"IL","250/500",2000,566.11,5000000,"MALE","Associate","armed-forces","polo","unmarried",0,0,"Parked Car","?","Trivial Damage","Police","NC","Springfield",22,1,"YES",0,0,"NO",2640,440,440,1760,"Honda","CRV",2015,"N"
"683",78,27,"OH","500/1000",500,1060.88,0,"MALE","JD","other-service","skydiving","other-relative",0,-66500,"Parked Car","?","Trivial Damage","Police","SC","Northbend",4,1,"NO",0,3,"NO",6050,550,1100,4400,"Volkswagen","Passat",2009,"N"
"685",313,47,"IN","250/500",1000,1556.17,0,"MALE","College","prof-specialty","reading","wife",63900,-53300,"Single Vehicle Collision","Front Collision","Major Damage","Ambulance","SC","Hillsdale",20,1,"YES",1,3,"NO",40260,3660,7320,29280,"Accura","MDX",1996,"Y"
"686",334,50,"OH","500/1000",500,1216.24,0,"MALE","Masters","priv-house-serv","polo","wife",26700,-47200,"Single Vehicle Collision","Rear Collision","Major Damage","Fire","NY","Columbus",7,1,"NO",2,0,"?",50000,5000,10000,35000,"Chevrolet","Silverado",2008,"N"
"687",190,35,"IN","250/500",500,1484.72,5000000,"FEMALE","High School","tech-support","golf","husband",0,0,"Parked Car","?","Trivial Damage","None","NY","Riverwood",4,1,"NO",0,1,"NO",3840,640,320,2880,"Saab","92x",1998,"N"
"688",194,41,"IL","250/500",500,1203.81,0,"MALE","JD","transport-moving","video-games","not-in-family",52500,-51300,"Multi-vehicle Collision","Rear Collision","Minor Damage","Police","WV","Springfield",17,3,"?",0,2,"?",95900,13700,20550,61650,"Saab","95",1999,"N"
"689",290,47,"IN","250/500",1000,1393.34,0,"MALE","High School","exec-managerial","bungie-jumping","other-relative",0,-61400,"Multi-vehicle Collision","Side Collision","Minor Damage","Ambulance","WV","Northbend",20,3,"YES",1,3,"YES",56160,6240,12480,37440,"Audi","A5",2002,"N"
"690",26,42,"OH","100/300",1000,1484.48,0,"MALE","PhD","armed-forces","sleeping","not-in-family",50700,-36300,"Single Vehicle Collision","Side Collision","Major Damage","Police","SC","Riverwood",10,1,"NO",2,3,"?",63030,5730,11460,45840,"Saab","92x",1996,"N"
"692",199,38,"IL","250/500",1000,1281.25,0,"FEMALE","High School","tech-support","movies","other-relative",0,-53100,"Single Vehicle Collision","Front Collision","Major Damage","Police","WV","Columbus",6,1,"?",0,2,"NO",44440,8080,4040,32320,"BMW","X6",2007,"Y"
"693",137,35,"IN","250/500",500,1667.83,0,"MALE","JD","prof-specialty","paintball","husband",48500,-67400,"Parked Car","?","Minor Damage","Police","WV","Northbrook",4,1,"YES",1,1,"NO",6600,1200,1200,4200,"Jeep","Grand Cherokee",2005,"N"
"694",134,36,"OH","250/500",1000,1497.41,0,"MALE","PhD","machine-op-inspct","kayaking","husband",14100,-44500,"Multi-vehicle Collision","Side Collision","Minor Damage","Ambulance","WV","Northbrook",17,3,"NO",2,0,"YES",77200,9650,9650,57900,"Ford","Escape",1996,"N"
"695",73,30,"OH","100/300",500,803.36,0,"FEMALE","High School","protective-serv","reading","husband",0,0,"Multi-vehicle Collision","Rear Collision","Total Loss","Other","WV","Springfield",15,3,"?",0,0,"YES",57000,0,11400,45600,"Audi","A3",2013,"N"
"700",186,38,"OH","250/500",2000,1218.56,0,"FEMALE","Masters","transport-moving","video-games","husband",39300,-60300,"Multi-vehicle Collision","Front Collision","Total Loss","Police","VA","Arlington",23,3,"YES",2,2,"?",68760,11460,5730,51570,"Saab","95",1998,"Y"
"701",85,31,"IL","250/500",2000,1234.69,9000000,"FEMALE","MD","tech-support","paintball","husband",0,0,"Multi-vehicle Collision","Front Collision","Major Damage","Other","WV","Arlington",1,2,"NO",2,1,"?",74400,14880,7440,52080,"BMW","M5",2003,"Y"
"703",396,57,"IL","500/1000",500,1351.72,0,"MALE","High School","tech-support","camping","wife",0,-49400,"Parked Car","?","Minor Damage","None","NY","Springfield",3,1,"YES",1,3,"?",2640,480,480,1680,"Volkswagen","Passat",2000,"N"
"704",270,41,"IL","250/500",1000,817.28,0,"MALE","High School","sales","cross-fit","unmarried",62200,0,"Multi-vehicle Collision","Rear Collision","Total Loss","Ambulance","SC","Columbus",17,3,"?",1,1,"NO",60190,4630,9260,46300,"Mercedes","ML350",2014,"Y"
"705",168,39,"IL","500/1000",1000,1389.59,0,"FEMALE","Masters","machine-op-inspct","exercise","own-child",0,-42600,"Multi-vehicle Collision","Rear Collision","Major Damage","Fire","NY","Northbend",23,3,"YES",1,3,"NO",41580,3780,7560,30240,"Chevrolet","Malibu",2015,"Y"
"707",263,43,"IN","500/1000",1000,1294.04,0,"FEMALE","Masters","handlers-cleaners","movies","not-in-family",0,0,"Single Vehicle Collision","Rear Collision","Minor Damage","Fire","SC","Riverwood",17,1,"YES",2,3,"YES",79320,13220,6610,59490,"Nissan","Ultima",1997,"N"
"709",46,41,"OH","100/300",2000,998.19,0,"FEMALE","MD","priv-house-serv","video-games","husband",43700,-66300,"Multi-vehicle Collision","Rear Collision","Total Loss","Ambulance","SC","Hillsdale",23,3,"NO",1,3,"?",78600,13100,19650,45850,"Dodge","RAM",2004,"Y"
"710",276,46,"OH","100/300",2000,1090.32,0,"MALE","College","handlers-cleaners","chess","husband",0,-70400,"Single Vehicle Collision","Front Collision","Minor Damage","Ambulance","SC","Columbus",17,1,"NO",1,2,"?",51390,5710,5710,39970,"Volkswagen","Jetta",2007,"Y"
"711",234,44,"IN","500/1000",500,1780.67,0,"MALE","Associate","other-service","exercise","other-relative",0,0,"Single Vehicle Collision","Side Collision","Major Damage","Ambulance","NC","Springfield",3,1,"NO",1,0,"NO",70200,7020,7020,56160,"Ford","F150",2012,"Y"
"714",58,23,"OH","500/1000",2000,1471.44,5000000,"MALE","High School","transport-moving","reading","own-child",57500,0,"Single Vehicle Collision","Rear Collision","Major Damage","Fire","NC","Riverwood",8,1,"NO",2,1,"NO",50380,4580,9160,36640,"Chevrolet","Tahoe",2007,"Y"
"715",475,61,"IL","500/1000",500,1265.72,0,"FEMALE","Masters","handlers-cleaners","paintball","wife",0,-59500,"Single Vehicle Collision","Front Collision","Major Damage","Fire","SC","Columbus",23,1,"YES",0,2,"?",64350,9900,9900,44550,"Mercedes","E400",1998,"N"
"716",96,29,"IN","250/500",1000,1274.7,5000000,"MALE","College","prof-specialty","hiking","other-relative",47500,-58700,"Multi-vehicle Collision","Rear Collision","Major Damage","Ambulance","NC","Springfield",15,3,"YES",2,3,"YES",55400,5540,11080,38780,"Chevrolet","Silverado",2004,"Y"
"717",99,28,"OH","100/300",500,1330.39,0,"MALE","MD","prof-specialty","basketball","wife",0,0,"Single Vehicle Collision","Front Collision","Total Loss","Other","NY","Columbus",3,1,"NO",2,2,"YES",49900,4990,9980,34930,"Dodge","Neon",1998,"N"
"719",259,44,"OH","250/500",2000,1655.79,0,"FEMALE","Masters","exec-managerial","exercise","husband",0,0,"Single Vehicle Collision","Front Collision","Minor Damage","Other","NY","Northbend",8,1,"YES",0,0,"YES",105820,16280,16280,73260,"Audi","A3",2002,"N"
"720",241,43,"IN","250/500",1000,935.77,0,"MALE","Associate","prof-specialty","golf","own-child",0,-36000,"Vehicle Theft","?","Trivial Damage","Police","PA","Northbend",21,1,"NO",1,0,"YES",7150,1300,650,5200,"Volkswagen","Jetta",2003,"N"
"721",437,58,"IN","500/1000",2000,1192.04,0,"MALE","Associate","craft-repair","dancing","own-child",66100,-31400,"Single Vehicle Collision","Front Collision","Total Loss","Ambulance","SC","Northbrook",23,1,"YES",0,0,"NO",55800,11160,11160,33480,"Dodge","RAM",2004,"N"
"722",130,34,"OH","100/300",500,990.11,0,"MALE","Masters","sales","kayaking","other-relative",0,-41200,"Parked Car","?","Trivial Damage","None","NY","Riverwood",8,1,"?",1,3,"YES",5830,1060,1060,3710,"Dodge","RAM",2015,"N"
"723",269,41,"OH","100/300",2000,1422.21,0,"FEMALE","Associate","handlers-cleaners","polo","unmarried",0,-46400,"Single Vehicle Collision","Side Collision","Major Damage","Ambulance","WV","Riverwood",21,1,"YES",2,1,"NO",85900,17180,17180,51540,"Suburu","Forrestor",2005,"Y"
"724",103,29,"OH","500/1000",500,914.85,0,"MALE","Associate","prof-specialty","base-jumping","other-relative",72100,0,"Parked Car","?","Minor Damage","Police","OH","Columbus",5,1,"NO",2,3,"NO",7110,790,1580,4740,"Accura","MDX",2005,"N"
"726",189,39,"OH","250/500",2000,838.02,0,"FEMALE","College","tech-support","movies","own-child",0,0,"Multi-vehicle Collision","Rear Collision","Minor Damage","Police","VA","Northbrook",7,3,"?",2,0,"YES",64400,6440,6440,51520,"Dodge","Neon",1997,"N"
"727",267,43,"OH","250/500",500,1300.68,0,"MALE","PhD","adm-clerical","sleeping","unmarried",49000,0,"Parked Car","?","Minor Damage","None","NC","Northbend",0,1,"NO",1,3,"YES",1920,480,0,1440,"Chevrolet","Tahoe",2011,"N"
"728",39,22,"IN","500/1000",500,1173.21,0,"MALE","JD","farming-fishing","polo","not-in-family",0,0,"Single Vehicle Collision","Rear Collision","Major Damage","Police","SC","Northbend",14,1,"YES",0,1,"YES",86130,15660,7830,62640,"Suburu","Legacy",2009,"Y"
"729",140,32,"IL","250/500",1000,985.97,5000000,"FEMALE","College","protective-serv","cross-fit","other-relative",0,0,"Single Vehicle Collision","Side Collision","Major Damage","Fire","VA","Northbrook",13,1,"?",2,3,"?",82170,14940,7470,59760,"Chevrolet","Silverado",1995,"Y"
"734",149,34,"IN","250/500",500,664.86,0,"FEMALE","PhD","craft-repair","skydiving","wife",0,-60000,"Single Vehicle Collision","Rear Collision","Total Loss","Fire","WV","Columbus",3,1,"?",0,1,"NO",105040,16160,16160,72720,"Dodge","RAM",1999,"N"
"735",246,43,"IN","250/500",1000,1267.4,6000000,"MALE","JD","adm-clerical","basketball","husband",0,0,"Single Vehicle Collision","Side Collision","Minor Damage","Fire","NY","Hillsdale",0,1,"NO",2,1,"?",50700,5070,5070,40560,"Accura","RSX",2006,"N"
"737",339,48,"OH","100/300",500,1698.51,0,"MALE","JD","other-service","dancing","unmarried",0,0,"Multi-vehicle Collision","Rear Collision","Total Loss","Fire","SC","Hillsdale",18,3,"NO",2,1,"?",51840,8640,8640,34560,"Volkswagen","Jetta",2001,"N"
"738",160,33,"IL","500/1000",1000,1422.78,0,"FEMALE","High School","exec-managerial","exercise","husband",61600,0,"Multi-vehicle Collision","Front Collision","Total Loss","Ambulance","NC","Riverwood",17,3,"?",2,3,"YES",52800,5280,5280,42240,"Nissan","Pathfinder",2006,"N"
"739",224,42,"OH","500/1000",500,1212.75,0,"FEMALE","College","prof-specialty","kayaking","own-child",0,-51400,"Single Vehicle Collision","Front Collision","Minor Damage","Fire","WV","Springfield",11,1,"?",0,0,"YES",55200,9200,13800,32200,"Honda","Civic",1998,"N"
"741",385,51,"IN","250/500",1000,976.37,0,"FEMALE","MD","craft-repair","reading","husband",0,-61000,"Multi-vehicle Collision","Rear Collision","Minor Damage","Other","WV","Riverwood",14,3,"?",1,3,"?",67600,13520,6760,47320,"Suburu","Legacy",2007,"N"
"743",371,50,"IN","250/500",1000,1569.33,0,"MALE","PhD","machine-op-inspct","board-games","not-in-family",79600,0,"Multi-vehicle Collision","Side Collision","Major Damage","Other","WV","Springfield",2,3,"NO",2,1,"YES",84500,13000,13000,58500,"Volkswagen","Passat",2011,"Y"
